total_charges,contract_month_to_month,contract_two_year,monthly_charges,device_protection,tenure
4418.3,1.0,0.0,96.05,0,46
691.65,1.0,0.0,76.85,0,9
162.0,0.0,1.0,20.25,0,8
347.2,0.0,0.0,24.8,0,14
5204.25,1.0,0.0,115.65,1,45
596.8,1.0,0.0,74.6,0,8
50.15,1.0,0.0,50.15,1,1
6807.900000000001,0.0,0.0,103.15,1,66
5191.2,0.0,1.0,72.1,1,72
4657.599999999999,1.0,0.0,113.6,1,41
577.3000000000001,0.0,1.0,25.1,0,23
2288.1000000000004,1.0,0.0,78.9,0,29
320.6,1.0,0.0,80.15,0,4
152.39999999999998,0.0,1.0,25.4,0,6
7061.8,0.0,0.0,105.4,1,67
320.25,1.0,0.0,45.75,0,7
1369.2,0.0,0.0,24.45,0,56
1800.0,0.0,1.0,25.0,0,72
6138.0,0.0,1.0,85.25,1,72
450.8,0.0,1.0,19.6,0,23
1755.25,1.0,0.0,50.15,0,35
1904.85,1.0,0.0,70.55,0,27
1561.3,1.0,0.0,60.05,0,26
316.79999999999995,0.0,0.0,26.4,0,12
806.0,0.0,1.0,20.15,0,40
411.95,1.0,0.0,58.85,1,7
6828.5,1.0,0.0,97.55,0,70
1179.0,0.0,1.0,19.65,0,60
984.75,0.0,0.0,25.25,0,39
8240.4,0.0,1.0,114.45,1,72
34.7,1.0,0.0,34.7,0,1
3817.8,0.0,0.0,70.7,0,54
255.89999999999998,1.0,0.0,85.3,0,3
4759.65,0.0,1.0,75.55,1,63
6020.8,0.0,1.0,84.8,0,71
867.3,0.0,0.0,20.65,0,42
961.15,0.0,1.0,20.45,0,47
6761.7,0.0,0.0,102.45,1,66
2192.4,1.0,0.0,104.4,1,21
392.15,1.0,0.0,35.65,0,11
99.75,1.0,0.0,99.75,1,1
4974.75,1.0,0.0,90.45,1,55
6737.85,0.0,1.0,97.65,1,69
221.54999999999998,1.0,0.0,73.85,1,3
297.6,1.0,0.0,74.4,1,4
2073.0,0.0,1.0,69.1,1,30
413.75,1.0,0.0,82.75,1,5
1732.3999999999999,0.0,1.0,24.4,0,71
1602.25,0.0,0.0,55.25,0,29
3190.2000000000003,1.0,0.0,61.35,0,52
5219.0,0.0,0.0,76.75,1,68
892.4,0.0,1.0,19.4,0,46
438.0,1.0,0.0,54.75,0,8
1418.3999999999999,0.0,1.0,19.7,0,72
338.29999999999995,0.0,0.0,19.9,0,17
323.85,1.0,0.0,107.95,1,3
167.6,1.0,0.0,83.8,0,2
668.25,1.0,0.0,74.25,0,9
2876.4,0.0,0.0,56.4,1,51
120.60000000000001,0.0,1.0,20.1,0,6
284.70000000000005,1.0,0.0,94.9,0,3
1601.4,1.0,0.0,94.2,0,17
1497.0,1.0,0.0,49.9,0,30
2202.5499999999997,1.0,0.0,71.05,0,31
3674.2500000000005,0.0,1.0,81.65,1,45
5724.8,0.0,0.0,89.45,1,64
59.85,1.0,0.0,59.85,0,1
69.6,1.0,0.0,69.6,0,1
6039.0,0.0,0.0,99.0,0,61
19.05,1.0,0.0,19.05,0,1
408.59999999999997,1.0,0.0,45.4,0,9
8240.4,0.0,1.0,114.45,1,72
19.5,1.0,0.0,19.5,0,1
309.75,1.0,0.0,44.25,0,7
5976.3,0.0,0.0,90.55,1,66
69.9,1.0,0.0,69.9,0,1
816.0,1.0,0.0,20.4,0,40
1142.4,1.0,0.0,71.4,1,16
174.3,1.0,0.0,87.15,0,2
1664.95,0.0,1.0,24.85,0,67
4282.45,0.0,0.0,104.45,1,41
1108.8,0.0,1.0,19.8,0,56
8384.4,0.0,1.0,116.45,1,72
254.25,1.0,0.0,84.75,0,3
1082.7,0.0,1.0,20.05,0,54
5759.0,1.0,0.0,110.75,1,52
4485.0,0.0,1.0,89.7,1,50
1259.3,1.0,0.0,89.95,0,14
1314.9,0.0,0.0,48.7,0,27
6955.2,0.0,1.0,96.6,1,72
4606.599999999999,0.0,0.0,74.3,0,62
651.5999999999999,1.0,0.0,54.3,0,12
3293.3999999999996,0.0,0.0,74.85,1,44
4317.3,0.0,1.0,79.95,0,54
1363.4,0.0,1.0,20.05,0,68
388.0,1.0,0.0,19.4,0,20
2745.0,0.0,0.0,54.9,1,50
1418.1,0.0,1.0,24.45,0,58
3137.75,1.0,0.0,89.65,0,35
90.8,1.0,0.0,45.4,0,2
4769.1,0.0,1.0,75.7,1,63
6417.700000000001,0.0,0.0,110.65,1,58
554.85,0.0,0.0,20.55,0,27
8175.650000000001,0.0,1.0,115.15,1,71
3688.6499999999996,0.0,0.0,58.55,1,63
6620.75,1.0,0.0,93.25,1,71
4641.2,1.0,0.0,113.2,1,41
1176.5,1.0,0.0,90.5,0,13
158.0,1.0,0.0,79.0,0,2
1315.8000000000002,0.0,1.0,19.35,0,68
48.75,1.0,0.0,48.75,0,1
7088.25,0.0,1.0,109.05,1,65
1800.0,0.0,1.0,25.0,0,72
1537.2,1.0,0.0,54.9,0,28
1782.0,0.0,1.0,24.75,0,72
182.3,1.0,0.0,91.15,0,2
362.7,0.0,0.0,20.15,0,18
6261.0,0.0,0.0,104.35,1,60
1717.3,1.0,0.0,66.05,0,26
71.65,1.0,0.0,71.65,0,1
81.4,1.0,0.0,20.35,0,4
6269.6,0.0,1.0,92.2,1,68
3201.5,1.0,0.0,84.25,1,38
4418.400000000001,0.0,0.0,105.2,1,42
1117.2,0.0,1.0,19.6,0,57
1641.6,1.0,0.0,30.4,0,54
937.1999999999999,1.0,0.0,78.1,0,12
2706.0,0.0,0.0,61.5,1,44
2914.8,1.0,0.0,69.4,0,42
1782.0,0.0,1.0,24.75,0,72
6464.55,0.0,1.0,91.05,1,71
1703.3500000000001,1.0,0.0,89.65,1,19
1693.95,1.0,0.0,73.65,0,23
582.0,0.0,1.0,19.4,0,30
917.0,0.0,0.0,26.2,0,35
987.0,1.0,0.0,98.7,0,10
43.85,1.0,0.0,43.85,0,1
1533.4,1.0,0.0,69.7,0,22
269.84999999999997,0.0,1.0,38.55,1,7
1911.6000000000001,0.0,1.0,53.1,1,36
702.0999999999999,1.0,0.0,20.65,0,34
4640.400000000001,0.0,1.0,64.45,1,72
903.6,0.0,1.0,25.1,0,36
76.35,1.0,0.0,76.35,1,1
1820.45,1.0,0.0,79.15,0,23
2720.0,1.0,0.0,85.0,0,32
6755.650000000001,0.0,0.0,95.15,1,71
1825.05,1.0,0.0,79.35,1,23
1643.0500000000002,0.0,0.0,96.65,1,17
75.5,1.0,0.0,75.5,1,1
236.39999999999998,0.0,1.0,19.7,0,12
1476.0,0.0,1.0,20.5,0,72
19.2,1.0,0.0,19.2,0,1
7081.2,0.0,1.0,98.35,0,72
4461.0,1.0,0.0,74.35,0,60
3132.35,0.0,1.0,51.35,1,61
273.9,1.0,0.0,45.65,0,6
2729.6,1.0,0.0,85.3,0,32
2683.0499999999997,1.0,0.0,86.55,0,31
1403.1499999999999,1.0,0.0,73.85,0,19
1461.6000000000001,0.0,1.0,20.3,0,72
1734.4,1.0,0.0,54.2,0,32
5892.25,1.0,0.0,90.65,0,65
2290.5,1.0,0.0,50.9,0,45
1052.1000000000001,0.0,0.0,25.05,0,42
598.8,1.0,0.0,74.85,0,8
656.0,0.0,1.0,20.5,0,32
1398.1,1.0,0.0,63.55,0,22
2556.4500000000003,1.0,0.0,44.85,0,57
47.95,1.0,0.0,47.95,0,1
45.1,1.0,0.0,45.1,0,1
45.0,1.0,0.0,45.0,0,1
2304.0,1.0,0.0,96.0,0,24
20.05,1.0,0.0,20.05,0,1
4862.7,1.0,0.0,90.05,0,54
101.2,0.0,1.0,25.3,0,4
7062.25,0.0,1.0,108.65,1,65
1360.8,0.0,0.0,24.3,0,56
3417.75,1.0,0.0,75.95,1,45
1398.7,0.0,1.0,19.7,0,71
3917.6000000000004,0.0,0.0,66.4,1,59
2466.75,0.0,0.0,35.75,1,69
357.2,0.0,0.0,18.8,0,19
1067.0,0.0,1.0,19.4,0,55
733.4,0.0,0.0,19.3,0,38
455.5,1.0,0.0,45.55,0,10
3170.15,1.0,0.0,67.45,1,47
70.2,1.0,0.0,35.1,0,2
46.2,1.0,0.0,46.2,0,1
45.15,1.0,0.0,45.15,0,1
43.3,1.0,0.0,43.3,1,1
924.6,0.0,1.0,20.1,0,46
2171.7,1.0,0.0,57.15,0,38
3828.5,0.0,1.0,58.9,1,65
1390.8,1.0,0.0,73.2,0,19
4438.2,1.0,0.0,85.35,0,52
1380.95,0.0,1.0,19.45,0,71
45.95,1.0,0.0,45.95,0,1
2626.0,1.0,0.0,50.5,1,52
150.60000000000002,0.0,0.0,25.1,0,6
1578.2,0.0,0.0,60.7,1,26
4752.0,0.0,0.0,99.0,0,48
6681.6,0.0,0.0,104.4,0,64
251.25,1.0,0.0,83.75,0,3
44.05,1.0,0.0,44.05,0,1
1735.2,0.0,1.0,24.1,0,72
45.55,1.0,0.0,45.55,0,1
4783.8,1.0,0.0,93.8,0,51
807.6999999999999,0.0,1.0,19.7,0,41
5086.8,0.0,1.0,70.65,1,72
3717.35,0.0,1.0,86.45,0,43
8215.199999999999,0.0,1.0,114.1,1,72
4474.400000000001,0.0,0.0,95.2,0,47
6375.599999999999,0.0,1.0,88.55,1,72
62.25,1.0,0.0,20.75,0,3
70.05,1.0,0.0,70.05,0,1
172.0,1.0,0.0,86.0,0,2
1160.8999999999999,1.0,0.0,44.65,0,26
1745.8000000000002,1.0,0.0,60.2,0,29
3517.5,1.0,0.0,100.5,0,35
1497.15,0.0,0.0,55.45,0,27
1687.1999999999998,1.0,0.0,70.3,0,24
4046.7999999999997,0.0,1.0,60.4,1,67
1162.4,1.0,0.0,72.65,0,16
1283.3999999999999,0.0,0.0,55.8,1,23
435.40000000000003,1.0,0.0,31.1,0,14
21.0,1.0,0.0,21.0,0,1
45.1,1.0,0.0,45.1,0,1
203.8,1.0,0.0,50.95,0,4
1105.6,1.0,0.0,69.1,0,16
2021.7,1.0,0.0,43.95,0,46
5882.0,0.0,1.0,86.5,0,68
2658.1,1.0,0.0,69.95,1,38
1512.0,1.0,0.0,50.4,0,30
394.75,1.0,0.0,78.95,0,5
1546.15,1.0,0.0,90.95,1,17
79.6,0.0,1.0,19.9,0,4
241.79999999999998,0.0,0.0,20.15,0,12
6523.2,0.0,1.0,90.6,1,72
276.0,1.0,0.0,92.0,0,3
5289.2,1.0,0.0,94.45,0,56
1018.85,0.0,0.0,24.85,0,41
1440.0,0.0,0.0,36.0,0,40
549.5,1.0,0.0,78.5,0,7
1376.55,0.0,1.0,19.95,0,69
144.54999999999998,0.0,0.0,20.65,0,7
152.5,1.0,0.0,30.5,0,5
7639.2,0.0,1.0,106.1,1,72
902.0,0.0,0.0,20.5,0,44
6207.5,0.0,0.0,95.5,1,65
193.79999999999998,1.0,0.0,64.6,0,3
1226.4,1.0,0.0,51.1,0,24
3731.2,1.0,0.0,84.8,1,44
6415.2,0.0,1.0,89.1,1,72
1318.8000000000002,1.0,0.0,54.95,0,24
50.9,1.0,0.0,50.9,1,1
449.9,1.0,0.0,20.45,0,22
6016.5,0.0,1.0,85.95,1,70
1508.75,1.0,0.0,60.35,0,25
732.6,0.0,1.0,19.8,0,37
1877.6999999999998,1.0,0.0,85.35,0,22
4253.9,0.0,1.0,72.1,1,59
4890.2,1.0,0.0,99.8,1,49
5045.45,1.0,0.0,107.35,1,47
606.0500000000001,1.0,0.0,19.55,0,31
81.05,1.0,0.0,81.05,0,1
61.5,1.0,0.0,20.5,0,3
5925.4,0.0,0.0,111.8,1,53
20.2,1.0,0.0,20.2,0,1
394.0,0.0,0.0,19.7,0,20
237.29999999999998,1.0,0.0,79.1,0,3
1012.35,0.0,0.0,19.85,0,51
3085.5,0.0,0.0,60.5,0,51
254.15,0.0,1.0,19.55,0,13
20.9,1.0,0.0,20.9,0,1
21.05,1.0,0.0,21.05,0,1
4504.5,0.0,0.0,71.5,1,63
163.95,1.0,0.0,54.65,0,3
883.1999999999999,0.0,1.0,19.2,0,46
49.8,1.0,0.0,49.8,0,1
204.0,1.0,0.0,25.5,0,8
1455.5,0.0,1.0,20.5,0,71
4972.0,1.0,0.0,90.4,1,55
6317.5,0.0,0.0,90.25,1,70
161.5,1.0,0.0,80.75,0,2
7008.2,0.0,1.0,104.6,0,67
5970.25,1.0,0.0,91.85,0,65
702.8000000000001,1.0,0.0,50.2,1,14
1910.0,1.0,0.0,95.5,1,20
75.35,1.0,0.0,75.35,0,1
75.45,1.0,0.0,75.45,0,1
4674.6,1.0,0.0,95.4,0,49
7293.599999999999,0.0,1.0,101.3,1,72
2442.6,1.0,0.0,53.1,0,46
2036.3999999999999,1.0,0.0,84.85,1,24
171.25,1.0,0.0,34.25,0,5
2923.7999999999997,1.0,0.0,88.6,1,33
2526.2999999999997,0.0,0.0,60.15,0,42
2298.85,0.0,0.0,99.95,1,23
565.6,1.0,0.0,70.7,0,8
3616.7999999999997,0.0,0.0,54.8,0,66
1189.1999999999998,1.0,0.0,49.55,0,24
1315.1999999999998,1.0,0.0,54.8,0,24
5423.4,0.0,0.0,78.6,1,69
5315.9,0.0,0.0,100.3,1,53
3216.0,0.0,1.0,53.6,1,60
567.6999999999999,1.0,0.0,81.1,0,7
387.0,0.0,0.0,19.35,0,20
1968.8,1.0,0.0,85.6,0,23
5817.599999999999,0.0,1.0,80.8,1,72
824.45,1.0,0.0,74.95,0,11
411.6,0.0,1.0,19.6,0,21
93.55,1.0,0.0,93.55,0,1
2811.7000000000003,1.0,0.0,90.7,0,31
3975.75,0.0,1.0,69.75,1,57
900.0,0.0,1.0,20.0,0,45
952.5,1.0,0.0,95.25,1,10
5921.799999999999,1.0,0.0,102.1,1,58
279.3,1.0,0.0,19.95,0,14
2182.95,0.0,0.0,80.85,0,27
1272.6000000000001,1.0,0.0,90.9,0,14
350.4,1.0,0.0,29.2,0,12
6437.7,0.0,1.0,93.3,0,69
2228.75,1.0,0.0,89.15,1,25
6313.299999999999,0.0,0.0,108.85,1,58
1622.25,0.0,1.0,46.35,0,35
1356.0,1.0,0.0,84.75,0,16
3543.75,0.0,0.0,78.75,1,45
1420.35,1.0,0.0,83.55,0,17
45.7,1.0,0.0,45.7,0,1
431.20000000000005,0.0,0.0,19.6,0,22
69.95,1.0,0.0,69.95,0,1
4545.95,0.0,1.0,67.85,1,67
7078.55,0.0,1.0,105.65,1,67
89.2,1.0,0.0,44.6,0,2
1723.8500000000001,1.0,0.0,74.95,0,23
679.5,1.0,0.0,75.5,1,9
100.75,1.0,0.0,20.15,0,5
2440.8,0.0,1.0,45.2,0,54
5429.25,0.0,1.0,95.25,1,57
2156.3999999999996,1.0,0.0,89.85,1,24
4922.05,0.0,0.0,100.45,0,49
235.75,1.0,0.0,47.15,0,5
160.4,1.0,0.0,80.2,0,2
348.4,1.0,0.0,87.1,1,4
5547.5,0.0,1.0,79.25,1,70
379.5,1.0,0.0,75.9,0,5
4542.1,1.0,0.0,85.7,1,53
4641.25,1.0,0.0,98.75,1,47
623.1,0.0,0.0,20.1,0,31
803.4,1.0,0.0,61.8,1,13
1397.2,1.0,0.0,49.9,0,28
864.5,1.0,0.0,86.45,0,10
775.1999999999999,0.0,1.0,20.4,0,38
45.3,1.0,0.0,45.3,0,1
6974.7,0.0,0.0,104.1,1,67
3920.8,0.0,0.0,75.4,0,52
6705.3,0.0,1.0,108.15,1,62
1380.0,1.0,0.0,86.25,0,16
405.0,1.0,0.0,81.0,0,5
1148.4,0.0,0.0,95.7,1,12
8413.199999999999,0.0,1.0,116.85,1,72
7508.25,0.0,0.0,105.75,0,71
483.59999999999997,0.0,0.0,20.15,0,24
294.0,0.0,1.0,19.6,0,15
6070.2,0.0,0.0,90.6,0,67
121.9,1.0,0.0,60.95,0,2
125.25,1.0,0.0,25.05,0,5
1322.25,1.0,0.0,88.15,0,15
20.2,1.0,0.0,20.2,0,1
2472.2999999999997,0.0,0.0,60.3,1,41
2749.85,1.0,0.0,63.95,0,43
74.3,1.0,0.0,74.3,0,1
70.6,1.0,0.0,70.6,0,1
2360.7999999999997,1.0,0.0,90.8,0,26
1745.6999999999998,1.0,0.0,79.35,0,22
6429.05,0.0,1.0,90.55,1,71
136.15,0.0,1.0,19.45,0,7
1804.6000000000001,1.0,0.0,64.45,1,28
1114.4,1.0,0.0,69.65,0,16
136.5,0.0,0.0,19.5,0,7
7624.5,0.0,1.0,110.5,1,69
24.7,1.0,0.0,24.7,0,1
232.20000000000002,1.0,0.0,77.4,1,3
2032.8,1.0,0.0,96.8,1,21
5892.6,1.0,0.0,85.4,1,69
3379.6,0.0,1.0,47.6,1,71
1338.6,0.0,1.0,19.4,0,69
4984.799999999999,1.0,0.0,103.85,1,48
3917.45,1.0,0.0,83.35,1,47
98.8,1.0,0.0,49.4,0,2
4880.25,1.0,0.0,108.45,1,45
4131.0,1.0,0.0,81.0,0,51
1742.4,1.0,0.0,79.2,0,22
6238.8,0.0,1.0,86.65,1,72
3439.15,1.0,0.0,92.95,1,37
6414.849999999999,0.0,1.0,90.35,1,71
340.90000000000003,1.0,0.0,48.7,1,7
1659.8999999999999,0.0,1.0,25.15,0,66
3896.4,0.0,0.0,76.4,0,51
586.5,0.0,0.0,19.55,0,30
2901.8999999999996,1.0,0.0,85.35,0,34
1587.2,0.0,1.0,24.8,0,64
6704.75,0.0,0.0,103.15,1,65
4735.25,1.0,0.0,100.75,0,47
95.6,1.0,0.0,95.6,0,1
2927.75,1.0,0.0,59.75,0,49
6304.7,0.0,1.0,94.1,0,67
754.6500000000001,0.0,0.0,19.35,0,39
278.59999999999997,1.0,0.0,19.9,0,14
4650.45,1.0,0.0,108.15,0,43
5658.8,1.0,0.0,101.05,1,56
827.4,0.0,0.0,59.1,0,14
71.35,1.0,0.0,71.35,0,1
893.6,0.0,0.0,55.85,0,16
7423.5,1.0,0.0,106.05,0,70
6055.2,0.0,1.0,84.1,1,72
1731.8999999999999,1.0,0.0,75.3,1,23
518.6999999999999,1.0,0.0,24.7,0,21
20.15,1.0,0.0,20.15,0,1
69.75,1.0,0.0,69.75,0,1
2982.4,1.0,0.0,93.2,0,32
1374.4499999999998,1.0,0.0,80.85,0,17
134.6,1.0,0.0,33.65,0,4
2008.8,0.0,0.0,55.8,1,36
1985.0000000000002,0.0,1.0,39.7,1,50
1416.0,1.0,0.0,29.5,0,48
1007.4999999999999,0.0,1.0,20.15,0,50
5727.599999999999,0.0,1.0,79.55,1,72
248.0,1.0,0.0,24.8,0,10
353.7,1.0,0.0,19.65,0,18
79.95,1.0,0.0,79.95,0,1
19.3,1.0,0.0,19.3,0,1
846.4499999999999,1.0,0.0,94.05,1,9
181.5,1.0,0.0,90.75,0,2
3154.0,1.0,0.0,78.85,0,40
6865.5,0.0,0.0,99.5,1,69
3670.4,0.0,0.0,99.2,1,37
1449.8999999999999,1.0,0.0,80.55,1,18
772.2,1.0,0.0,70.2,0,11
681.6,1.0,0.0,85.2,0,8
225.75,1.0,0.0,75.25,0,3
3269.75,0.0,0.0,59.45,0,55
3080.5499999999997,1.0,0.0,93.35,1,33
2067.7000000000003,1.0,0.0,44.95,0,46
887.4000000000001,0.0,1.0,26.1,0,34
60.599999999999994,1.0,0.0,20.2,0,3
637.5,0.0,1.0,21.25,0,30
1960.2,0.0,0.0,59.4,0,33
4275.0,0.0,0.0,95.0,1,45
2476.0,1.0,0.0,61.9,0,40
8424.15,0.0,1.0,118.65,1,71
54.35,1.0,0.0,54.35,1,1
4640.400000000001,0.0,1.0,64.45,1,72
1763.3000000000002,1.0,0.0,80.15,0,22
929.1999999999999,0.0,0.0,20.2,0,46
1155.0,0.0,1.0,21.0,0,55
20.45,1.0,0.0,20.45,0,1
910.1999999999999,0.0,0.0,75.85,0,12
2493.9500000000003,1.0,0.0,80.45,0,31
124.75,1.0,0.0,24.95,0,5
5058.5,0.0,1.0,75.5,0,67
44.45,1.0,0.0,44.45,0,1
1694.0,0.0,0.0,42.35,1,40
3056.5499999999997,1.0,0.0,74.55,1,41
75.3,1.0,0.0,75.3,0,1
4834.8,0.0,0.0,94.8,0,51
2022.3,0.0,1.0,48.15,1,42
451.95,0.0,0.0,19.65,0,23
70.55,1.0,0.0,70.55,0,1
20.15,1.0,0.0,20.15,0,1
5969.599999999999,1.0,0.0,106.6,0,56
1365.0,1.0,0.0,91.0,0,15
304.79999999999995,0.0,1.0,25.4,0,12
3777.3,0.0,1.0,69.95,1,54
467.94999999999993,1.0,0.0,66.85,0,7
2842.9500000000003,1.0,0.0,86.15,0,33
322.4,1.0,0.0,20.15,0,16
1361.85,0.0,0.0,64.85,1,21
2245.5,0.0,1.0,74.85,1,30
151.5,1.0,0.0,50.5,0,3
801.9000000000001,1.0,0.0,72.9,1,11
7133.099999999999,0.0,0.0,115.05,1,62
342.0,1.0,0.0,19.0,0,18
117.30000000000001,1.0,0.0,19.55,0,6
4650.599999999999,0.0,0.0,101.1,1,46
1766.1,1.0,0.0,84.1,0,21
1642.1999999999998,0.0,1.0,24.15,0,68
50.1,1.0,0.0,50.1,0,1
1864.9999999999998,1.0,0.0,74.6,1,25
474.0,0.0,1.0,19.75,0,24
2550.0,1.0,0.0,85.0,0,30
161.1,1.0,0.0,80.55,0,2
5446.8,0.0,0.0,106.8,1,51
4816.5,0.0,1.0,84.5,1,57
375.75,0.0,1.0,25.05,0,15
6026.400000000001,0.0,1.0,83.7,1,72
151.6,1.0,0.0,75.8,1,2
2704.7999999999997,1.0,0.0,96.6,1,28
2856.5,1.0,0.0,98.5,1,29
7077.0,0.0,1.0,101.1,1,70
262.59999999999997,0.0,0.0,20.2,0,13
5548.95,0.0,0.0,94.05,1,59
1238.25,1.0,0.0,95.25,0,13
520.8000000000001,1.0,0.0,74.4,0,7
5022.0,0.0,1.0,81.0,1,62
1265.25,0.0,0.0,60.25,1,21
121.7,1.0,0.0,60.85,1,2
43.95,1.0,0.0,43.95,0,1
344.2,1.0,0.0,86.05,1,4
384.75,0.0,0.0,20.25,0,19
2554.5,1.0,0.0,85.15,0,30
1299.8,0.0,1.0,19.4,0,67
7390.8,0.0,1.0,102.65,1,72
1054.6999999999998,0.0,1.0,19.9,0,53
97.75,0.0,0.0,19.55,0,5
6780.5,0.0,1.0,95.5,1,71
4207.5,0.0,0.0,84.15,1,50
5779.2,0.0,1.0,103.2,1,56
100.4,1.0,0.0,50.2,0,2
177.1,1.0,0.0,88.55,1,2
1314.0,1.0,0.0,54.75,0,24
917.6999999999999,0.0,1.0,19.95,0,46
8253.75,0.0,1.0,116.25,1,71
904.8,1.0,0.0,31.2,0,29
1687.05,0.0,1.0,24.45,0,69
5978.2,0.0,1.0,84.2,1,71
91.3,1.0,0.0,91.3,0,1
4796.400000000001,0.0,1.0,85.65,1,56
1187.2,0.0,0.0,21.2,0,56
79.5,1.0,0.0,79.5,0,1
715.4,0.0,0.0,25.55,0,28
383.8,1.0,0.0,20.2,0,19
4214.1,1.0,0.0,63.85,0,66
1053.15,0.0,0.0,61.95,1,17
1339.0,0.0,1.0,25.75,0,52
1105.8,0.0,0.0,58.2,0,19
3090.6,0.0,0.0,85.85,1,36
490.69999999999993,1.0,0.0,70.1,0,7
7552.8,0.0,0.0,104.9,1,72
7457.099999999999,0.0,0.0,111.3,1,67
3394.8999999999996,0.0,0.0,99.85,1,34
5429.25,1.0,0.0,95.25,1,57
603.75,1.0,0.0,86.25,1,7
100.8,1.0,0.0,100.8,1,1
156.4,1.0,0.0,19.55,0,8
7176.0,0.0,1.0,104.0,1,69
5220.0,0.0,0.0,104.4,1,50
195.0,0.0,0.0,19.5,0,10
303.0,0.0,1.0,25.25,0,12
1208.2,1.0,0.0,86.3,0,14
3489.5,0.0,1.0,49.85,1,70
6972.8,1.0,0.0,108.95,1,64
5933.400000000001,0.0,1.0,89.9,1,66
5822.0,0.0,1.0,82.0,1,71
1799.0,1.0,0.0,89.95,0,20
5713.2,0.0,1.0,79.35,0,72
4547.55,0.0,1.0,64.05,1,71
3843.7000000000003,1.0,0.0,101.15,1,38
2518.6,1.0,0.0,89.95,0,28
1299.65,1.0,0.0,76.45,0,17
1290.3,0.0,0.0,39.1,0,33
795.8000000000001,0.0,1.0,34.6,0,23
1133.9,0.0,0.0,19.55,0,58
7311.5,0.0,1.0,104.45,0,70
282.0,1.0,0.0,70.5,0,4
915.7500000000001,0.0,1.0,20.35,0,45
700.0,1.0,0.0,70.0,0,10
700.1999999999999,0.0,1.0,19.45,0,36
3774.6000000000004,1.0,0.0,69.9,0,54
1373.1000000000001,0.0,1.0,59.7,0,23
3212.35,0.0,0.0,78.35,1,41
357.25,1.0,0.0,71.45,0,5
1237.95,0.0,0.0,45.85,1,27
95.85,1.0,0.0,95.85,0,1
2391.9,0.0,1.0,35.7,0,67
6447.599999999999,0.0,1.0,89.55,1,72
1397.2,0.0,1.0,24.95,0,56
1093.4,0.0,0.0,24.85,0,44
6652.8,1.0,0.0,100.8,0,66
2189.6000000000004,0.0,0.0,64.4,0,34
7269.15,0.0,1.0,105.35,1,69
102.45,1.0,0.0,102.45,1,1
786.0,0.0,1.0,19.65,0,40
1633.5,1.0,0.0,54.45,0,30
775.5,1.0,0.0,70.5,0,11
301.5,0.0,0.0,20.1,0,15
762.8499999999999,1.0,0.0,69.35,1,11
1267.2,0.0,0.0,19.8,0,64
5356.8,0.0,1.0,74.4,1,72
6699.599999999999,0.0,1.0,93.05,1,72
51.2,1.0,0.0,51.2,0,1
983.9999999999999,0.0,0.0,65.6,1,15
4833.0,0.0,0.0,80.55,1,60
2951.2000000000003,0.0,0.0,52.7,1,56
166.8,0.0,1.0,20.85,0,8
240.29999999999998,1.0,0.0,80.1,1,3
2555.35,1.0,0.0,52.15,0,49
160.4,1.0,0.0,80.2,0,2
588.9000000000001,1.0,0.0,98.15,1,6
8046.5,0.0,1.0,114.95,1,70
1355.4,1.0,0.0,112.95,1,12
5431.400000000001,0.0,0.0,104.45,1,52
8182.8,0.0,1.0,113.65,1,72
824.0,0.0,1.0,20.6,0,40
70.9,1.0,0.0,70.9,0,1
260.54999999999995,1.0,0.0,86.85,1,3
3662.0,1.0,0.0,91.55,0,40
49.85,1.0,0.0,49.85,1,1
594.0,0.0,0.0,19.8,0,30
2296.5499999999997,1.0,0.0,99.85,0,23
74.5,1.0,0.0,74.5,0,1
4582.6,1.0,0.0,104.15,1,44
7094.75,1.0,0.0,109.15,1,65
337.40000000000003,1.0,0.0,48.2,0,7
1807.2,0.0,1.0,25.1,0,72
801.2,1.0,0.0,100.15,0,8
1043.2,1.0,0.0,65.2,1,16
6567.0,1.0,0.0,99.5,1,66
71.55,1.0,0.0,71.55,0,1
167.7,1.0,0.0,55.9,1,3
4976.700000000001,1.0,0.0,93.9,1,53
515.2,1.0,0.0,64.4,1,8
7479.6,0.0,1.0,108.4,1,69
426.5,1.0,0.0,85.3,0,5
7736.400000000001,0.0,1.0,107.45,1,72
633.75,1.0,0.0,48.75,1,13
342.6,1.0,0.0,85.65,0,4
4930.2,0.0,1.0,91.3,1,54
6188.400000000001,0.0,1.0,85.95,1,72
1280.4,1.0,0.0,106.7,1,12
25.15,1.0,0.0,25.15,0,1
45.2,1.0,0.0,45.2,0,1
5958.9,0.0,0.0,110.35,1,54
5464.8,0.0,1.0,79.2,1,69
2664.0,0.0,1.0,55.5,0,48
4956.0,0.0,0.0,103.25,0,48
722.0,1.0,0.0,90.25,0,8
6478.75,0.0,1.0,91.25,1,71
95.6,1.0,0.0,47.8,0,2
6760.3,0.0,0.0,100.9,0,67
3321.8,1.0,0.0,97.7,0,34
209.54999999999998,1.0,0.0,69.85,0,3
590.4,0.0,0.0,65.6,0,9
7430.150000000001,0.0,0.0,104.65,1,71
5155.650000000001,0.0,1.0,90.45,0,57
4586.400000000001,0.0,1.0,63.7,1,72
5016.0,1.0,0.0,104.5,1,48
361.8,0.0,0.0,20.1,0,18
