total_charges,contract,monthly_charges,payment_method,tenure
175.5,0,19.5,0,9
280.2,0,70.05,1,4
958.75,0,73.75,1,13
726.25,1,20.75,3,35
3413.65,2,50.95,0,67
2440.35,1,47.85,1,51
51.25,0,51.25,3,1
7131.95,2,100.45,2,71
2299.7,0,79.3,2,29
3423.75,1,103.75,2,33
396.55,1,36.05,3,11
1017.9,0,78.3,1,13
812.7,2,19.35,3,42
234.0,0,29.25,3,8
44.4,0,44.4,3,1
7790.400000000001,2,108.2,2,72
4098.400000000001,0,87.2,2,47
2563.5,0,85.45,2,30
5689.05,1,111.55,2,51
1514.4,0,94.65,0,16
3415.3,0,100.45,2,34
692.4,0,86.55,2,8
1789.2,2,24.85,1,72
4305.0,1,71.75,2,60
8337.6,2,115.8,0,72
246.0,0,20.5,3,12
5362.5,2,82.5,0,65
622.4,0,19.45,1,32
6321.45,1,94.35,1,67
3546.0,1,78.8,0,45
3591.0,2,59.85,1,60
55.45,0,55.45,2,1
3764.2,2,64.9,1,58
852.75,0,94.75,2,9
74.35,0,74.35,2,1
195.2,1,24.4,3,8
90.3,0,45.15,2,2
951.75,2,20.25,1,47
74.45,0,74.45,3,1
25.85,1,25.85,3,1
1006.0,0,100.6,2,10
720.6500000000001,1,24.85,3,29
4396.4,2,75.8,3,58
270.90000000000003,1,19.35,3,14
145.25,0,20.75,3,7
418.0,0,83.6,2,5
362.7,1,20.15,0,18
497.5,1,19.9,2,25
2953.2000000000003,2,64.2,1,46
50.8,0,50.8,2,1
48.45,0,48.45,0,1
5759.6,2,84.7,0,68
798.3000000000001,0,44.35,0,18
640.0,0,80.0,0,8
1251.2,2,19.55,3,64
356.8,0,89.2,2,4
5030.549999999999,2,79.85,1,63
5715.9,1,105.85,2,54
4025.7,2,74.55,0,54
5029.2,2,69.85,0,72
203.8,0,50.95,1,4
6562.8,2,91.15,0,72
2967.0,2,49.45,1,60
1804.0,0,90.2,2,20
2469.25,0,70.55,2,35
98.1,0,49.05,1,2
1309.1,0,50.35,1,26
1157.1,0,82.65,2,14
74.7,0,74.7,2,1
1052.0500000000002,1,19.85,0,53
19.3,0,19.3,1,1
1177.4,2,20.3,1,58
255.0,0,51.0,3,5
5594.15,2,105.55,2,53
80.6,0,20.15,2,4
4836.3,0,98.7,2,49
180.0,0,90.0,1,2
135.5,0,67.75,2,2
224.25,0,74.75,1,3
656.9499999999999,0,93.85,2,7
624.4,1,44.6,2,14
1789.2,0,99.4,2,18
2195.1,0,81.3,2,27
3943.5,2,59.75,2,66
3717.35,2,86.45,1,43
7765.95,2,112.55,0,69
6620.75,0,93.25,0,71
4170.0,0,83.4,2,50
974.1,1,19.1,2,51
2182.95,1,80.85,3,27
1403.5,2,20.05,1,70
159.2,0,79.6,2,2
297.9,0,49.65,0,6
5964.9,0,101.1,2,59
925.0,0,92.5,3,10
2856.5,0,98.5,2,29
101.75,0,20.35,3,5
1979.25,0,94.25,2,21
6466.599999999999,1,104.3,2,62
700.1999999999999,2,19.45,1,36
59.55,0,19.85,3,3
8004.0,2,116.0,2,69
61.8,0,30.9,2,2
681.6,0,85.2,1,8
92.25,0,30.75,2,3
45.75,0,45.75,2,1
1186.8000000000002,0,98.9,0,12
1360.8,0,75.6,0,18
498.0,0,24.9,1,20
1298.0,0,59.0,2,22
230.0,0,46.0,3,5
603.5999999999999,2,25.15,1,24
4432.0,2,69.25,3,64
2564.9,0,98.65,2,26
7160.4,0,105.3,2,68
1236.0,2,20.6,3,60
1377.5,1,55.1,3,25
1300.5,2,25.5,3,51
568.75,0,81.25,0,7
754.6500000000001,1,19.35,0,39
5792.400000000001,2,80.45,0,72
2565.0,0,95.0,1,27
4807.599999999999,1,85.85,3,56
1117.2,2,19.6,0,57
1813.05,0,106.65,0,17
56.25,0,56.25,2,1
686.0,2,19.6,3,35
946.4,0,72.8,2,13
1362.75,2,19.75,0,69
19.25,0,19.25,2,1
522.5500000000001,0,74.65,3,7
8406.0,2,116.75,1,72
296.1,0,98.7,2,3
3238.3,1,61.1,2,53
3110.3,0,81.85,3,38
321.2,0,80.3,3,4
5239.0,2,84.5,0,62
49.05,0,49.05,3,1
3875.5,0,84.25,3,46
1131.45,0,59.55,2,19
6577.2,2,91.35,0,72
951.9,2,25.05,1,38
7504.7,1,105.7,0,71
1600.0,0,100.0,2,16
6992.7,1,105.95,1,66
1045.0,0,95.0,2,11
5544.0,2,84.0,3,66
2548.0,0,91.0,2,28
35.05,0,35.05,3,1
7884.0,2,109.5,1,72
348.3,2,19.35,3,18
931.0,1,19.0,1,49
4280.400000000001,0,104.4,2,41
70.45,0,70.45,3,1
2038.5,0,75.5,2,27
103.25,0,20.65,0,5
1513.6,1,35.2,1,43
2599.1,0,55.3,2,47
49.55,0,49.55,0,1
891.75,0,59.45,2,15
497.35,0,71.05,2,7
274.40000000000003,0,19.6,1,14
3459.35,0,80.45,2,43
2449.05,0,84.45,2,29
1124.7,1,24.45,0,46
1183.1999999999998,0,49.3,1,24
3024.3,1,59.3,2,51
4224.5,1,60.35,2,70
550.8,0,45.9,0,12
58.95,0,19.65,3,3
760.0500000000001,0,84.45,2,9
1266.75,0,84.45,3,15
1746.0,2,24.25,1,72
81.6,1,20.4,3,4
7484.400000000001,2,103.95,0,72
203.5,1,20.35,3,10
142.25,0,28.45,2,5
685.2,0,85.65,0,8
2372.5,0,91.25,2,26
4821.200000000001,2,70.9,1,68
40.4,1,20.2,3,2
596.0,0,74.5,2,8
59.55,0,19.85,3,3
1275.95,0,98.15,3,13
2351.1000000000004,0,69.15,1,34
4730.400000000001,2,65.7,0,72
914.55,0,43.55,3,21
3394.0,0,84.85,2,40
877.6,2,54.85,3,16
1457.3,1,56.05,3,26
4853.45,0,99.05,0,49
883.1999999999999,2,19.2,1,46
874.5,0,79.5,0,11
6080.400000000001,2,84.45,3,72
961.15,2,20.45,0,47
19.25,0,19.25,3,1
5295.25,0,89.75,2,59
6244.45,2,87.95,0,71
501.25,1,20.05,3,25
7754.400000000001,2,107.7,1,72
40.0,0,20.0,3,2
2175.25,1,62.15,0,35
7430.150000000001,1,104.65,0,71
1419.75,0,94.65,2,15
40.9,1,20.45,3,2
2061.8,0,79.3,0,26
264.9,0,88.3,3,3
2440.2,2,49.8,3,49
2045.25,0,75.75,0,27
151.5,0,50.5,3,3
2295.0,1,51.0,0,45
3866.5,1,104.5,1,37
8413.199999999999,2,116.85,0,72
5707.099999999999,1,92.05,2,62
3229.2,2,59.8,0,54
1528.5,1,101.9,2,15
20.05,0,20.05,0,1
25.2,0,25.2,2,1
4406.400000000001,2,61.2,1,72
2379.0,1,79.3,1,30
3154.0,0,78.85,1,40
5048.099999999999,2,71.1,3,71
603.0,0,33.5,1,18
426.7000000000001,0,25.1,1,17
806.0,2,20.15,3,40
7977.599999999999,2,110.8,1,72
39.5,0,19.75,3,2
1274.65,1,24.05,0,53
8253.75,2,116.25,2,71
1931.0,0,96.55,2,20
383.95,0,54.85,3,7
1265.25,0,84.35,1,15
1731.6,2,24.05,0,72
928.2,2,23.8,3,39
1147.5,2,25.5,3,45
420.0,0,84.0,2,5
1863.55,1,39.65,1,47
79.4,0,19.85,2,4
4735.25,0,100.75,3,47
3144.9,0,95.3,0,33
378.75,0,25.25,2,15
5900.400000000001,0,89.4,1,66
540.5999999999999,0,90.1,2,6
334.9,0,19.7,1,17
3890.9,0,94.9,0,41
5588.8,1,99.8,1,56
1537.2,0,54.9,1,28
3862.8,2,53.65,1,72
49.75,0,49.75,2,1
5969.599999999999,0,106.6,1,56
5540.5,2,79.15,3,70
3988.6,1,90.65,0,44
88.7,0,44.35,2,2
4152.799999999999,2,71.6,1,58
4005.6,1,83.45,1,48
932.8,0,84.8,2,11
8319.6,2,115.55,2,72
3031.2000000000003,2,42.1,0,72
2233.4,0,85.9,1,26
2074.8,0,39.9,2,52
1045.2,2,20.1,0,52
1443.15,0,53.45,3,27
79.05,0,79.05,2,1
3663.000000000001,0,81.4,0,45
5441.2,0,89.2,3,61
160.9,0,80.45,2,2
729.8499999999999,0,66.35,2,11
1265.25,1,60.25,2,21
71.15,0,71.15,2,1
589.5,0,98.25,2,6
5218.5,2,73.5,1,71
5086.8,2,70.65,1,72
4083.65,1,60.95,0,67
1235.85,1,58.85,1,21
1418.4,2,19.7,1,72
663.3000000000001,1,20.1,1,33
285.6,0,95.2,2,3
2907.8,0,93.8,2,31
2752.75,1,50.05,0,55
74.35,0,74.35,2,1
188.5,0,18.85,3,10
20.45,0,20.45,3,1
1338.4,0,95.6,2,14
4900.5,1,74.25,0,66
7639.2,2,106.1,1,72
325.6,0,29.6,2,11
2988.8,0,93.4,1,32
713.65,0,101.95,2,7
1858.45,1,59.95,2,31
2665.7000000000003,1,43.7,1,61
70.15,0,70.15,2,1
7387.55,2,104.05,0,71
70.6,0,70.6,3,1
272.1,0,90.7,3,3
313.8,0,78.45,2,4
2319.3,1,85.9,2,27
286.20000000000005,0,95.4,2,3
20.3,0,20.3,3,1
6458.400000000001,2,89.7,1,72
3092.7000000000003,1,50.7,0,61
7493.6,2,110.2,2,68
41.4,0,20.7,0,2
181.35,0,20.15,0,9
632.4,2,20.4,0,31
223.2,0,74.4,0,3
3848.25,0,109.95,2,35
301.5,1,20.1,1,15
89.3,0,89.3,2,1
4458.3,0,106.15,0,42
45.4,0,45.4,3,1
6798.25,2,95.75,1,71
1007.5,2,20.15,0,50
1410.75,2,25.65,1,55
3480.35,2,74.05,3,47
527.85,2,19.55,0,27
497.5,1,19.9,1,25
3569.4,0,99.15,2,36
813.15,1,90.35,2,9
4596.75,1,102.15,0,45
5027.4,2,79.8,1,63
548.4,0,68.55,2,8
4723.2,2,65.6,0,72
1374.4499999999998,0,80.85,2,17
3952.5,0,77.5,2,51
166.8,2,20.85,3,8
59.25,0,19.75,2,3
1696.9,2,23.9,1,71
6025.5,2,92.7,1,65
7804.8,2,108.4,1,72
4665.599999999999,2,64.8,1,72
7593.45,2,110.05,1,69
2709.4,2,43.7,0,62
6242.4,1,115.6,0,54
57.3,2,19.1,3,3
1378.85,0,59.95,0,23
726.25,0,20.75,0,35
2587.0,0,49.75,0,52
182.3,0,91.15,2,2
1260.8,2,19.7,0,64
24.4,0,24.4,2,1
4461.0,0,74.35,0,60
105.45,0,35.15,2,3
7560.0,2,105.0,1,72
257.1,0,85.7,1,3
839.8,0,24.7,2,34
3240.05,0,75.35,1,43
6788.099999999999,1,102.85,1,66
248.0,0,24.8,1,10
3582.25,1,102.35,0,35
20.25,0,20.25,3,1
1419.5500000000002,0,48.95,0,29
3487.5,0,69.75,0,50
75.1,0,75.1,2,1
1492.7,1,64.9,0,23
967.2,0,74.4,1,13
3702.6,0,54.45,3,68
294.0,2,19.6,3,15
3121.8,1,70.95,2,44
3354.0,0,83.85,0,40
1152.0,2,24.0,1,48
75.5,0,75.5,2,1
2840.8,1,53.6,2,53
853.1,0,44.9,3,19
44.15,0,44.15,0,1
3194.1000000000004,1,81.9,2,39
4484.9,1,104.3,1,43
348.4,0,87.1,3,4
5722.599999999999,2,80.6,0,71
4009.1,0,85.3,2,47
2051.75,0,70.75,2,29
2630.3,1,45.35,2,58
736.5,0,49.1,2,15
6051.599999999999,2,84.05,0,72
2388.65,0,55.55,1,43
2462.5,0,98.5,2,25
40.7,0,20.35,3,2
220.25,0,44.05,1,5
894.75,0,59.65,0,15
216.15,2,19.65,3,11
978.65,0,26.45,3,37
1108.25,0,100.75,2,11
1267.35,0,74.55,3,17
6072.900000000001,1,97.95,1,62
1323.0,0,49.0,3,27
505.0,1,20.2,0,25
990.0,2,19.8,2,50
6862.05,0,99.45,1,69
715.4,1,25.55,3,28
717.5,2,20.5,0,35
553.9000000000001,1,19.1,3,29
6704.75,1,103.15,0,65
696.5,1,19.9,2,35
997.05,2,19.55,1,51
182.6,0,45.65,3,4
5473.0,2,84.2,0,65
2298.85,1,99.95,1,23
3057.1,0,80.45,3,38
3648.55,0,84.85,2,43
303.0,2,25.25,1,12
6509.75,1,100.15,0,65
1341.2,0,95.8,2,14
1705.0,0,85.25,2,20
3432.8,2,61.3,1,56
1054.2,0,25.1,1,42
801.9000000000001,0,72.9,2,11
164.0,0,82.0,2,2
58.95,0,19.65,3,3
69.35,0,69.35,2,1
215.05,2,19.55,1,11
195.75,0,65.25,3,3
19.55,0,19.55,3,1
1356.6,2,19.95,0,68
1070.6,1,20.2,1,53
6084.0,1,101.4,0,60
5867.400000000001,1,88.9,0,66
1652.0,1,59.0,3,28
350.25,0,70.05,2,5
938.4,0,39.1,0,24
2436.75,1,54.15,1,45
564.3,0,94.05,3,6
5139.2,1,80.3,1,64
5385.299999999999,0,92.85,2,58
415.75,0,83.15,1,5
1830.55,0,59.05,1,31
3508.75,0,100.25,2,35
101.0,0,20.2,3,5
1119.2,0,69.95,1,16
7614.0,1,105.75,1,72
5649.0,1,94.15,0,60
1762.1,2,26.3,3,67
6505.2,2,90.35,0,72
992.5,1,19.85,0,50
240.0,0,24.0,2,10
391.8,0,97.95,2,4
299.6,0,74.9,2,4
1996.4,0,86.8,2,23
478.2000000000001,0,79.7,2,6
897.0,0,74.75,0,12
205.5,0,20.55,3,10
1015.2,0,84.6,2,12
1485.0,1,67.5,0,22
3546.15,0,75.45,1,47
2370.0,0,98.75,2,24
2189.6000000000004,1,64.4,3,34
191.25,0,21.25,3,9
2097.2000000000003,0,74.9,0,28
4426.35,2,64.15,1,69
1975.35,0,50.65,1,39
2983.5,1,110.5,0,27
41.0,1,20.5,0,2
19.4,0,19.4,3,1
5833.75,1,89.75,2,65
1520.4,1,54.3,3,28
1013.4,0,84.45,2,12
70.45,0,70.45,3,1
2146.5,0,79.5,2,27
1669.8,2,25.3,1,66
4302.0,2,59.75,0,72
5211.299999999999,1,89.85,0,58
698.6,0,99.8,2,7
1604.8000000000002,0,94.4,2,17
1729.0,2,24.7,0,70
45.6,0,45.6,3,1
1580.8,1,24.7,3,64
4276.25,0,77.75,1,55
4059.6,1,79.6,0,51
426.0,0,85.2,2,5
4947.15,2,115.05,1,43
5400.700000000001,0,101.9,2,53
1241.1,2,19.7,3,63
549.45,2,20.35,1,27
1534.5,0,69.75,3,22
510.9,0,85.15,0,6
2768.3,0,89.3,2,31
5187.2,0,81.05,2,64
1480.35,1,20.85,2,71
3678.8,2,54.1,0,68
53.55,0,53.55,3,1
6624.0,0,103.5,0,64
140.6,0,70.3,2,2
44.0,0,44.0,2,1
1803.2000000000005,0,64.4,2,28
40.5,0,20.25,3,2
6447.599999999999,2,89.55,1,72
2555.0,1,91.25,0,28
5549.5,1,100.9,3,55
4615.0,2,71.0,0,65
3702.6,0,108.9,2,34
3182.65,1,60.05,2,53
732.6,2,19.8,0,37
1288.5,0,85.9,0,15
5861.05,2,82.55,2,71
520.4499999999999,0,74.35,3,7
7450.400000000001,2,111.2,0,67
4973.8,0,95.65,1,52
7503.75,1,108.75,0,69
1795.1999999999998,1,74.8,3,24
549.5,0,78.5,2,7
992.55,1,25.45,0,39
1027.5,2,20.55,3,50
7004.150000000001,1,98.65,1,71
254.15,2,19.55,3,13
18.85,0,18.85,2,1
2731.8,0,94.2,2,29
2263.95,0,83.85,2,27
2678.4,1,55.8,1,48
546.0,0,91.0,2,6
4528.25,1,76.75,1,59
3171.0,0,105.7,0,30
657.6,1,20.55,0,32
276.0,0,92.0,2,3
278.5,0,55.7,3,5
6230.0,2,89.0,0,70
69.9,0,69.9,2,1
4930.2,2,91.3,1,54
7639.2,2,106.1,1,72
4336.2,2,65.7,0,66
526.5,0,58.5,3,9
3216.4500000000003,2,78.45,2,41
5871.7,2,82.7,0,71
7984.8,2,110.9,1,72
7952.400000000001,2,110.45,0,72
1005.6,0,83.8,3,12
3531.0,1,64.2,2,55
7470.0,2,103.75,0,72
7072.0,0,108.8,0,65
483.0,0,80.5,2,6
283.6,0,70.9,0,4
6324.0,1,102.0,2,62
1651.55,2,24.65,0,67
752.0,0,94.0,2,8
1497.6,2,20.8,3,72
3006.3,1,45.55,0,66
721.5,0,72.15,1,10
4710.65,1,109.55,3,43
1345.3,0,61.15,3,22
977.4,0,81.45,2,12
458.0,0,45.8,1,10
1314.9,1,48.7,1,27
160.4,0,20.05,3,8
243.6,2,20.3,0,12
3830.45,2,53.95,0,71
5297.5,0,105.95,1,50
7570.5,1,108.15,1,70
313.25,0,44.75,2,7
4632.2,0,100.7,2,46
293.70000000000005,0,48.95,1,6
535.5,0,89.25,2,6
1264.3,1,26.9,2,47
3369.6,0,93.6,2,36
757.6,0,94.7,2,8
2412.0,1,60.3,3,40
6344.0,1,104.0,2,61
7052.400000000001,2,97.95,1,72
3864.9,1,99.1,3,39
156.4,0,19.55,0,8
89.1,0,89.1,2,1
1965.15,2,59.55,0,33
2683.05,0,86.55,1,31
805.0500000000001,0,89.45,2,9
1389.5,2,19.85,1,70
1072.5,1,19.5,3,55
77.6,0,19.4,3,4
3780.0,1,78.75,1,48
1204.75,2,19.75,3,61
138.6,0,69.3,2,2
304.79999999999995,0,50.8,0,6
88.80000000000001,0,29.6,2,3
962.5,1,43.75,0,22
2638.35,1,79.95,0,33
1199.4,0,99.95,3,12
8254.800000000001,2,114.65,0,72
3784.5,0,65.25,1,58
5047.45,1,85.55,2,59
2624.8,1,77.2,0,34
1289.6,2,24.8,3,52
455.5,0,45.55,2,10
950.4,0,59.4,2,16
6313.299999999999,1,108.85,2,58
949.0,0,94.9,2,10
269.54999999999995,0,89.85,3,3
1366.2,2,19.8,1,69
401.05,0,30.85,0,13
2228.75,0,89.15,0,25
20.05,0,20.05,3,1
62.05,0,62.05,3,1
6942.799999999999,2,102.1,0,68
90.85,0,90.85,1,1
806.8,0,100.85,2,8
25.25,0,25.25,2,1
2442.6,0,53.1,2,46
4664.25,0,103.65,0,45
826.8,0,103.35,0,8
474.25,0,94.85,0,5
2050.4,0,93.2,3,22
5527.4,0,95.3,2,58
2532.15,0,49.65,2,51
1909.05,0,48.95,1,39
676.0,1,26.0,3,26
4528.85,0,85.45,0,53
80.0,0,80.0,2,1
29.95,0,29.95,0,1
1540.8,0,85.6,2,18
922.3,2,20.05,0,46
237.75,0,79.25,2,3
534.5999999999999,0,44.55,2,12
770.0,0,55.0,2,14
351.25,0,70.25,3,5
2809.8,1,100.35,0,28
5537.15,0,93.85,0,59
448.5,0,44.85,1,10
1698.9,1,80.9,3,21
228.5,0,45.7,2,5
261.0,2,26.1,1,10
357.25,0,71.45,3,5
719.1,0,79.9,2,9
1076.35,0,97.85,0,11
3459.2,2,73.6,2,47
124.05,0,41.35,3,3
75.9,0,75.9,2,1
934.95,1,40.65,0,23
1511.2,0,94.45,2,16
2205.9,1,81.7,2,27
1751.0,2,25.75,3,68
102.8,0,51.4,2,2
101.75,0,20.35,1,5
5071.900000000001,0,75.7,3,67
3013.4,1,57.95,1,52
2488.2,0,85.8,2,29
70.1,0,70.1,2,1
280.6,0,70.15,2,4
5889.15,2,85.35,1,69
622.4,0,38.9,2,16
2232.0,0,93.0,2,24
4359.599999999999,0,103.8,0,42
3048.0,0,50.8,2,60
952.0,0,95.2,2,10
535.5,0,59.5,0,9
1666.8000000000002,0,69.45,0,24
360.9,0,20.05,3,18
8323.199999999999,2,115.6,0,72
5555.2,0,86.8,0,64
38.8,0,19.4,3,2
6174.4,2,90.8,1,68
102.45,0,102.45,2,1
1200.65,1,20.35,3,59
4912.5,1,98.25,2,50
7952.400000000001,2,110.45,0,72
5397.900000000001,1,94.7,2,57
366.3,1,20.35,0,18
7133.099999999999,1,115.05,1,62
482.4,1,20.1,3,24
1487.4,0,40.2,0,37
428.75,0,85.75,2,5
208.65,0,69.55,0,3
2183.7,0,75.3,1,29
1525.2,0,49.2,3,31
499.2000000000001,1,20.8,1,24
1346.4,0,74.8,2,18
1561.4499999999998,0,91.85,2,17
4616.1,2,66.9,3,69
957.6,1,19.95,3,48
1101.6,2,20.4,1,54
1023.75,0,78.75,2,13
1877.7,0,85.35,0,22
452.7,0,25.15,3,18
1451.2,0,90.7,2,16
403.0,0,80.6,2,5
1073.25,2,20.25,3,53
3249.4,0,73.85,2,44
4424.2,0,100.55,2,44
6282.5,2,89.75,1,70
631.8,0,105.3,2,6
1697.85,1,51.45,3,33
220.0,1,20.0,3,11
1760.4,2,24.45,0,72
717.75,0,79.75,2,9
2274.3,1,36.1,0,63
61.650000000000006,1,20.55,1,3
6972.900000000001,2,105.65,0,66
4125.0,2,62.5,0,66
71.1,0,71.1,3,1
2832.0,1,94.4,0,30
911.95,0,70.15,2,13
5724.0,2,79.5,0,72
446.0,0,55.75,2,8
2970.8,1,106.1,2,28
6828.25,0,105.05,2,65
911.9,0,82.9,2,11
499.2,1,19.2,3,26
2964.75,0,50.25,2,59
1299.8,2,19.4,1,67
1409.35,2,19.85,1,71
4052.7,1,71.1,1,57
3340.55,2,47.05,2,71
1171.35,2,20.55,1,57
1879.2,2,26.1,3,72
75.35,0,75.35,1,1
1447.5,0,96.5,2,15
320.6,0,80.15,2,4
1033.85,0,44.95,2,23
7582.8,2,106.8,2,71
3658.5,0,81.3,3,45
6944.0,1,108.5,3,64
1184.0,0,59.2,0,20
2475.35,0,79.85,1,31
284.54999999999995,0,94.85,2,3
413.0,1,20.65,3,20
5560.349999999999,1,97.55,1,57
235.2,0,29.4,2,8
641.85,1,19.45,0,33
3631.4,2,54.2,1,67
5822.0,2,82.0,1,71
3814.35,0,64.65,2,59
20.45,0,20.45,3,1
4252.2,1,74.6,0,57
59.2,0,59.2,2,1
893.6999999999999,0,99.3,1,9
80.6,0,20.15,1,4
6375.599999999999,2,88.55,1,72
6575.099999999999,1,106.05,1,62
401.0,0,80.2,2,5
2088.9,0,94.95,0,22
890.75,2,25.45,0,35
959.4,0,79.95,0,12
567.0,0,20.25,3,28
20.4,0,20.4,3,1
6974.7,1,104.1,2,67
7038.0,2,97.75,1,72
4206.6,1,110.7,2,38
683.1999999999999,0,48.8,0,14
4086.65,1,86.95,0,47
1552.9499999999998,2,24.65,1,63
1058.2,0,28.6,1,37
74.2,0,74.2,2,1
734.45,1,19.85,0,37
365.85,0,40.65,3,9
3588.0,1,59.8,3,60
4990.349999999999,0,87.55,0,57
1853.2,0,45.2,0,41
3540.0,1,70.8,1,50
203.2,0,50.8,3,4
714.15,0,79.35,0,9
3434.4,0,95.4,2,36
48.7,0,24.35,2,2
6145.75,2,94.55,1,65
3090.6,1,85.85,0,36
100.75,0,20.15,3,5
7632.5,0,107.5,2,71
79.19999999999999,2,26.4,3,3
1083.5,1,19.7,2,55
235.75,0,47.15,2,5
53.5,0,53.5,3,1
5463.799999999999,2,80.35,1,68
3188.2000000000003,0,83.9,1,38
865.6,0,54.1,2,16
4847.45,1,72.35,0,67
8420.4,2,116.95,1,72
1441.65,0,68.65,2,21
76.0,0,19.0,3,4
87.6,0,29.2,3,3
6855.15,2,99.35,2,69
187.7,0,93.85,2,2
6881.0,2,98.3,0,70
21.0,0,21.0,2,1
39.3,0,19.65,3,2
996.6,0,90.6,2,11
1256.45,0,96.65,2,13
1179.0,2,19.65,1,60
1473.0,0,73.65,2,20
1324.6,2,35.8,1,37
621.0,1,20.7,1,30
6225.0,0,103.75,0,60
2460.5,0,70.3,2,35
4785.0,0,95.7,2,50
6791.150000000001,1,95.65,3,71
592.4,0,74.05,0,8
921.5,1,24.25,2,38
1429.2,2,19.85,0,72
4013.1,0,95.55,2,42
5415.0,1,95.0,2,57
6648.0,2,110.8,1,60
1799.85,2,25.35,1,71
254.65,0,23.15,1,11
2044.0,0,51.1,2,40
3542.7,2,84.35,1,42
44.45,0,44.45,3,1
4232.349999999999,0,90.05,2,47
3775.0,1,75.5,2,50
537.0,2,53.7,1,10
6152.400000000001,2,85.45,1,72
7156.8,2,99.4,2,72
5373.0,2,89.55,2,60
225.45,0,75.15,1,3
159.7,0,79.85,2,2
80.05,0,80.05,3,1
981.2,0,89.2,2,11
4819.15,0,98.35,2,49
7955.5,2,113.65,2,70
141.5,0,70.75,2,2
1580.0,0,98.75,2,16
998.5,0,99.85,2,10
3850.0,1,68.75,0,56
4984.799999999999,0,103.85,2,48
1800.0,2,25.0,0,72
20.9,0,20.9,3,1
566.95,2,19.55,3,29
632.5,1,25.3,0,25
3702.6,1,54.45,1,68
139.6,0,69.8,2,2
3273.9,0,77.95,1,42
120.6,2,20.1,3,6
1823.4,0,101.3,1,18
703.0,0,70.3,2,10
7462.8,2,103.65,2,72
6602.4,2,104.8,0,63
2111.4,1,78.2,3,27
889.0,2,25.4,1,35
1621.8,0,90.1,2,18
808.5,0,73.5,2,11
906.4,1,20.6,0,44
1151.4,0,60.6,2,19
6714.0,2,93.25,0,72
900.0,0,50.0,3,18
897.3000000000001,0,49.85,1,18
4359.4,2,61.4,1,71
1659.0,0,55.3,0,30
1680.0,1,60.0,1,28
2921.15,0,78.95,1,37
356.40000000000003,1,19.8,0,18
2497.05,2,80.55,0,31
280.75,0,56.15,2,5
2337.0,0,77.9,3,30
3518.2,1,71.8,2,49
544.8,0,45.4,0,12
78.05,0,78.05,2,1
358.4,0,89.6,3,4
61.650000000000006,0,20.55,1,3
238.2,0,79.4,2,3
2427.2,2,65.6,0,37
1523.75,1,66.25,3,23
1819.3,0,79.1,3,23
4506.75,1,100.15,0,45
445.5,1,20.25,0,22
2391.6000000000004,0,99.65,0,24
952.8,2,19.85,1,48
168.45,0,56.15,3,3
696.8,0,87.1,2,8
2373.8,1,53.95,3,44
5070.8,0,90.55,2,56
20.6,0,20.6,3,1
4905.15,0,92.55,2,53
1138.7,2,19.3,1,59
732.75,0,48.85,3,15
4402.65,1,89.85,0,49
2180.1,0,55.9,2,39
3922.6,1,89.15,1,44
160.2,0,53.4,1,3
1188.8,0,74.3,1,16
328.0,0,65.6,0,5
3711.1,0,100.3,1,37
457.65,0,50.85,3,9
694.75,2,19.85,3,35
603.75,0,86.25,2,7
20.2,0,20.2,0,1
727.9000000000001,0,25.1,1,29
4852.650000000001,1,95.15,3,51
4065.8,2,70.1,0,58
7812.0,1,108.5,0,72
154.2,0,38.55,1,4
7132.8,1,111.45,2,64
5463.799999999999,0,80.35,1,68
5958.2,0,96.1,1,62
3439.15,0,92.95,2,37
844.9499999999999,2,19.65,0,43
5950.75,2,91.55,0,65
61.15,0,61.15,2,1
1786.0500000000002,1,66.15,3,27
1111.5,2,19.5,0,57
20.55,0,20.55,3,1
1739.35,0,40.45,2,43
5366.4,2,111.8,1,48
4557.150000000001,2,111.15,2,41
6133.6,2,90.2,1,68
732.75,0,48.85,2,15
755.6,0,94.45,1,8
75.9,0,25.3,2,3
4974.75,0,90.45,2,55
19.65,0,19.65,3,1
1148.8,0,71.8,0,16
3120.0,1,80.0,1,39
948.5,0,94.85,2,10
5009.400000000001,2,108.9,1,46
675.5999999999999,0,56.3,3,12
846.65,2,20.65,3,41
7094.75,0,109.15,2,65
1663.2,1,79.2,2,21
399.2,0,99.8,1,4
6469.2,2,89.85,0,72
1153.85,2,24.55,3,47
3622.75,1,84.25,0,43
8143.2,2,113.1,0,72
7453.75,1,111.25,2,67
535.8,0,89.3,2,6
4209.0,1,70.15,1,60
3926.0,1,98.15,1,40
6002.7,2,90.95,1,66
2555.8,0,49.15,2,52
93.85,0,93.85,2,1
5417.200000000001,0,93.4,0,58
4593.599999999999,2,63.8,0,72
3340.75,0,95.45,2,35
1476.0,2,20.5,1,72
3526.65,0,69.15,3,51
1331.7,2,19.3,0,69
6865.5,1,99.5,0,69
223.3,0,20.3,0,11
24.2,0,24.2,3,1
315.0,0,105.0,2,3
3670.4,1,99.2,2,37
100.8,0,25.2,0,4
6341.55,0,94.65,1,67
2147.5,0,85.9,2,25
6624.0,2,92.0,0,72
410.4,0,51.3,1,8
802.5,0,80.25,0,10
120.9,0,20.15,0,6
4204.2,1,80.85,2,52
1774.5,2,25.35,3,70
