total_charges,contract_month_to_month,contract_two_year,monthly_charges,device_protection,tenure
78.8,0.0,0.0,19.7,0,4
4057.05,0.0,0.0,94.35,0,43
4606.599999999999,0.0,0.0,74.3,0,62
1152.0,1.0,0.0,96.0,1,12
224.95,1.0,0.0,20.45,0,11
1136.2,1.0,0.0,59.8,0,19
4666.2,0.0,0.0,106.05,1,44
859.0999999999999,1.0,0.0,78.1,1,11
5817.599999999999,0.0,1.0,80.8,1,72
4497.8,0.0,1.0,104.6,1,43
59.400000000000006,1.0,0.0,19.8,0,3
403.5,1.0,0.0,80.7,0,5
59.7,1.0,0.0,29.85,0,2
5814.0,0.0,0.0,85.5,0,68
3118.5,1.0,0.0,94.5,0,33
393.8,1.0,0.0,35.8,0,11
6206.55,1.0,0.0,89.95,0,69
6943.2,1.0,0.0,105.2,1,66
2190.95,0.0,1.0,75.55,1,29
357.2,1.0,0.0,44.65,0,8
4640.400000000001,0.0,1.0,64.45,1,72
363.6,1.0,0.0,45.45,0,8
3329.6,0.0,0.0,104.05,1,32
1122.8,0.0,1.0,20.05,0,56
807.0,1.0,0.0,80.7,0,10
2706.0,0.0,0.0,61.5,1,44
1927.4,1.0,0.0,83.8,1,23
193.0,1.0,0.0,48.25,1,4
1837.8,1.0,0.0,51.05,0,36
3917.45,1.0,0.0,83.35,1,47
60.5,1.0,0.0,30.25,0,2
1060.8,0.0,0.0,20.4,0,52
454.0,1.0,0.0,90.8,0,5
4211.2,0.0,0.0,65.8,0,64
100.6,1.0,0.0,50.3,0,2
162.0,0.0,1.0,20.25,0,8
70.15,1.0,0.0,70.15,0,1
44.65,1.0,0.0,44.65,0,1
3630.0,0.0,1.0,60.5,1,60
1814.0,1.0,0.0,90.7,1,20
1124.2,1.0,0.0,51.1,0,22
3817.8,0.0,0.0,70.7,0,54
80.55,1.0,0.0,80.55,0,1
250.9,0.0,0.0,19.3,0,13
2317.2,0.0,1.0,96.55,1,24
444.6,1.0,0.0,74.1,0,6
3898.8,1.0,0.0,102.6,1,38
1021.8,0.0,0.0,85.15,0,12
1160.9,1.0,0.0,44.65,0,26
243.3,0.0,1.0,40.55,1,6
5855.8,0.0,0.0,87.4,1,67
6432.5,0.0,0.0,103.75,1,62
1972.5,1.0,0.0,39.45,0,50
4726.8,0.0,1.0,65.65,1,72
3065.9,1.0,0.0,98.9,1,31
6624.0,0.0,1.0,92.0,1,72
2266.9500000000003,1.0,0.0,44.45,0,51
20.4,1.0,0.0,20.4,0,1
6915.0,0.0,1.0,115.25,1,60
474.0,0.0,1.0,19.75,0,24
161.3,1.0,0.0,80.65,0,2
311.8,1.0,0.0,77.95,0,4
4398.55,0.0,1.0,65.65,1,67
7341.6,0.0,0.0,106.4,0,69
69.55,1.0,0.0,69.55,0,1
1664.95,0.0,1.0,24.85,0,67
89.9,1.0,0.0,89.9,0,1
5617.95,1.0,0.0,83.85,0,67
2334.15,1.0,0.0,86.45,1,27
4366.5,1.0,0.0,106.5,1,41
6988.8,0.0,1.0,109.2,1,64
69.6,1.0,0.0,69.6,0,1
268.5,1.0,0.0,44.75,0,6
4698.0,0.0,1.0,65.25,1,72
3995.7,0.0,0.0,70.1,0,57
5106.5,0.0,1.0,72.95,1,70
855.5,1.0,0.0,85.55,0,10
55.7,1.0,0.0,55.7,0,1
6379.349999999999,0.0,1.0,89.85,1,71
120.9,1.0,0.0,40.3,0,3
1524.6,0.0,1.0,24.2,0,63
1865.0,1.0,0.0,74.6,1,25
1512.8,0.0,1.0,24.4,0,62
5211.25,0.0,0.0,94.75,0,55
4118.400000000001,0.0,1.0,79.2,1,52
1296.0,1.0,0.0,81.0,0,16
2546.2,1.0,0.0,87.8,0,29
70.2,1.0,0.0,35.1,0,2
565.6,1.0,0.0,70.7,0,8
426.5,1.0,0.0,85.3,0,5
177.29999999999998,1.0,0.0,19.7,0,9
2380.8,1.0,0.0,74.4,0,32
6084.0,0.0,1.0,84.5,0,72
347.55,0.0,1.0,49.65,1,7
1051.2,1.0,0.0,58.4,0,18
5044.799999999999,1.0,0.0,105.1,0,48
6840.849999999999,0.0,1.0,96.35,1,71
70.05,1.0,0.0,70.05,0,1
7258.8,0.0,0.0,105.2,0,69
1230.0,0.0,1.0,20.5,0,60
25.05,1.0,0.0,25.05,0,1
49.0,1.0,0.0,49.0,0,1
3484.6,1.0,0.0,91.7,0,38
80.2,1.0,0.0,20.05,0,4
3082.9500000000003,0.0,1.0,99.45,1,31
1103.9,1.0,0.0,78.85,0,14
7788.7,0.0,1.0,109.7,1,71
161.9,1.0,0.0,80.95,0,2
5977.6,0.0,1.0,93.4,1,64
724.9499999999999,1.0,0.0,80.55,1,9
5913.599999999999,0.0,0.0,105.6,1,56
1036.2,1.0,0.0,94.2,1,11
1396.8,0.0,1.0,19.4,0,72
19.65,1.0,0.0,19.65,0,1
6567.0,1.0,0.0,109.45,1,60
1650.0,1.0,0.0,50.0,1,33
1436.4,0.0,1.0,19.95,0,72
2265.9,0.0,0.0,87.15,1,26
257.4,1.0,0.0,85.8,0,3
862.4000000000001,1.0,0.0,39.2,0,22
1398.1,1.0,0.0,63.55,0,22
53.55,1.0,0.0,53.55,0,1
1478.25,1.0,0.0,54.75,0,27
69.7,1.0,0.0,69.7,0,1
4358.3,1.0,0.0,106.3,1,41
1040.2,1.0,0.0,74.3,0,14
485.44999999999993,1.0,0.0,69.35,0,7
1734.4,1.0,0.0,54.2,0,32
2808.5,0.0,0.0,68.5,1,41
184.0,1.0,0.0,46.0,0,4
1453.2,0.0,1.0,25.95,0,56
3644.85,1.0,0.0,110.45,1,33
132.8,1.0,0.0,66.4,1,2
2959.6,1.0,0.0,105.7,1,28
54.5,1.0,0.0,54.5,0,1
18.8,0.0,0.0,18.8,0,1
140.0,1.0,0.0,70.0,0,2
297.6,1.0,0.0,74.4,0,4
3581.9,1.0,0.0,105.35,0,34
3734.4,0.0,0.0,58.35,1,64
132.65,1.0,0.0,18.95,0,7
4294.2,0.0,0.0,84.2,0,51
427.35,0.0,0.0,20.35,0,21
1492.05,0.0,1.0,71.05,0,21
5167.05,0.0,0.0,90.65,1,57
453.0,1.0,0.0,75.5,0,6
395.2,1.0,0.0,49.4,0,8
459.9,1.0,0.0,25.55,0,18
490.69999999999993,1.0,0.0,70.1,0,7
2086.0,1.0,0.0,59.6,1,35
2392.0,0.0,0.0,74.75,0,32
3013.5,1.0,0.0,100.45,1,30
1309.1,0.0,0.0,50.35,1,26
3613.8,1.0,0.0,95.1,1,38
4641.2,1.0,0.0,113.2,1,41
1524.9,1.0,0.0,44.85,1,34
3300.0,0.0,0.0,60.0,0,55
5358.0,1.0,0.0,94.0,1,57
6903.599999999999,0.0,0.0,104.6,1,66
3702.3,1.0,0.0,86.1,1,43
2441.6,1.0,0.0,76.3,1,32
20.25,1.0,0.0,20.25,0,1
3230.0,0.0,0.0,80.75,1,40
4020.05,1.0,0.0,98.05,1,41
2715.0,1.0,0.0,90.5,0,30
240.3,1.0,0.0,80.1,1,3
5621.4,1.0,0.0,104.1,0,54
853.65,1.0,0.0,94.85,1,9
527.8000000000001,1.0,0.0,75.4,0,7
5820.299999999999,0.0,0.0,100.35,1,58
4651.400000000001,0.0,1.0,89.45,1,52
1038.7,0.0,0.0,39.95,0,26
691.9000000000001,1.0,0.0,20.35,0,34
4271.799999999999,1.0,0.0,80.6,0,53
1316.25,1.0,0.0,87.75,0,15
19.45,1.0,0.0,19.45,0,1
279.0,1.0,0.0,55.8,1,5
3581.9,1.0,0.0,105.35,1,34
3243.2,1.0,0.0,101.35,1,32
1451.4,0.0,0.0,35.4,1,41
1355.0,0.0,0.0,54.2,1,25
1055.7,0.0,0.0,62.1,0,17
421.6,1.0,0.0,24.8,0,17
5929.0,0.0,1.0,84.7,1,70
825.6,0.0,0.0,19.2,0,43
1728.85,0.0,1.0,24.35,0,71
48.9,1.0,0.0,24.45,0,2
3655.4,1.0,0.0,74.6,0,49
7560.0,0.0,0.0,105.0,1,72
2191.8,1.0,0.0,84.3,1,26
361.8,0.0,0.0,20.1,0,18
93.3,1.0,0.0,93.3,0,1
216.9,0.0,0.0,24.1,0,9
2143.4,1.0,0.0,76.55,0,28
1155.0,0.0,1.0,19.25,0,60
479.55,1.0,0.0,20.85,0,23
1196.25,1.0,0.0,79.75,0,15
1956.05,1.0,0.0,67.45,0,29
1108.8,0.0,1.0,19.8,0,56
600.6,0.0,0.0,54.6,0,11
1872.45,0.0,0.0,69.35,1,27
70.0,1.0,0.0,70.0,0,1
5976.3,0.0,0.0,90.55,1,66
113.1,1.0,0.0,56.55,0,2
382.85,0.0,1.0,20.15,0,19
5886.900000000001,0.0,0.0,94.95,0,62
4011.15,0.0,0.0,78.65,0,51
6786.0,0.0,1.0,94.25,1,72
895.0,1.0,0.0,89.5,0,10
2519.7,0.0,0.0,68.1,1,37
1755.25,1.0,0.0,50.15,0,35
609.5,1.0,0.0,60.95,0,10
20.15,1.0,0.0,20.15,0,1
526.5,1.0,0.0,20.25,0,26
5925.599999999999,0.0,1.0,82.3,1,72
3782.9,1.0,0.0,99.55,0,38
1797.3,1.0,0.0,99.85,0,18
2951.2000000000003,0.0,0.0,52.7,1,56
1960.2,0.0,0.0,54.45,0,36
1952.5,1.0,0.0,88.75,1,22
6766.5,0.0,1.0,104.1,1,65
1452.6,1.0,0.0,53.8,0,27
2151.8,1.0,0.0,74.2,0,29
953.5,1.0,0.0,95.35,0,10
5247.5,1.0,0.0,104.95,1,50
776.25,1.0,0.0,86.25,0,9
560.0500000000001,0.0,0.0,24.35,0,23
1314.0,1.0,0.0,54.75,0,24
55.7,1.0,0.0,55.7,1,1
1288.0,1.0,0.0,64.4,1,20
3497.4,0.0,0.0,60.3,1,58
947.05,0.0,1.0,20.15,0,47
6699.599999999999,0.0,1.0,93.05,1,72
702.8000000000001,1.0,0.0,50.2,1,14
3394.5,0.0,0.0,54.75,1,62
2830.5,1.0,0.0,76.5,0,37
994.7,1.0,0.0,34.3,0,29
1190.4,0.0,1.0,19.2,0,62
4590.8,1.0,0.0,99.8,1,46
188.4,1.0,0.0,94.2,0,2
4785.0,1.0,0.0,95.7,0,50
2511.6000000000004,1.0,0.0,104.65,1,24
6248.0,0.0,1.0,113.6,1,55
7366.4,0.0,1.0,115.1,1,64
355.8,1.0,0.0,88.95,0,4
176.7,1.0,0.0,29.45,0,6
76.45,1.0,0.0,76.45,0,1
2323.6,0.0,1.0,62.8,1,37
1764.35,0.0,1.0,24.85,0,71
1605.15,0.0,0.0,55.35,1,29
625.4499999999999,1.0,0.0,89.35,1,7
3163.2,1.0,0.0,98.85,0,32
5590.25,1.0,0.0,94.75,0,59
2982.0,1.0,0.0,74.55,1,40
295.0,1.0,0.0,29.5,1,10
517.05,0.0,0.0,19.15,0,27
605.5,1.0,0.0,86.5,0,7
1608.75,0.0,1.0,24.75,0,65
810.0,1.0,0.0,81.0,0,10
1941.2,1.0,0.0,84.4,0,23
4009.1,0.0,1.0,85.3,0,47
605.55,1.0,0.0,55.05,0,11
408.0,1.0,0.0,34.0,0,12
1335.0,1.0,0.0,44.5,0,30
75.7,1.0,0.0,75.7,0,1
6235.8,0.0,0.0,109.4,1,57
772.2,1.0,0.0,70.2,0,11
175.5,1.0,0.0,19.5,0,9
280.2,1.0,0.0,70.05,0,4
958.75,1.0,0.0,73.75,0,13
726.25,0.0,0.0,20.75,0,35
3413.65,0.0,1.0,50.95,0,67
2440.35,0.0,0.0,47.85,0,51
51.25,1.0,0.0,51.25,0,1
7131.95,0.0,1.0,100.45,1,71
2299.7,1.0,0.0,79.3,0,29
3423.75,0.0,0.0,103.75,1,33
396.55,0.0,0.0,36.05,0,11
1017.9,1.0,0.0,78.3,0,13
812.7,0.0,1.0,19.35,0,42
234.0,1.0,0.0,29.25,0,8
44.4,1.0,0.0,44.4,0,1
7790.400000000001,0.0,1.0,108.2,1,72
4098.400000000001,1.0,0.0,87.2,0,47
2563.5,1.0,0.0,85.45,0,30
5689.05,0.0,0.0,111.55,1,51
1514.4,1.0,0.0,94.65,0,16
3415.3,1.0,0.0,100.45,1,34
692.4,1.0,0.0,86.55,0,8
1789.2,0.0,1.0,24.85,0,72
4305.0,0.0,0.0,71.75,0,60
8337.6,0.0,1.0,115.8,1,72
246.0,1.0,0.0,20.5,0,12
5362.5,0.0,1.0,82.5,0,65
622.4,1.0,0.0,19.45,0,32
6321.45,0.0,0.0,94.35,0,67
3546.0,0.0,0.0,78.8,1,45
3591.0,0.0,1.0,59.85,1,60
55.45,1.0,0.0,55.45,0,1
3764.2,0.0,1.0,64.9,1,58
852.75,1.0,0.0,94.75,0,9
74.35,1.0,0.0,74.35,0,1
195.2,0.0,0.0,24.4,0,8
90.3,1.0,0.0,45.15,0,2
951.75,0.0,1.0,20.25,0,47
74.45,1.0,0.0,74.45,0,1
25.85,0.0,0.0,25.85,0,1
1006.0,1.0,0.0,100.6,1,10
720.6500000000001,0.0,0.0,24.85,0,29
4396.4,0.0,1.0,75.8,1,58
270.90000000000003,0.0,0.0,19.35,0,14
145.25,1.0,0.0,20.75,0,7
418.0,1.0,0.0,83.6,0,5
362.7,0.0,0.0,20.15,0,18
497.5,0.0,0.0,19.9,0,25
2953.2000000000003,0.0,1.0,64.2,0,46
50.8,1.0,0.0,50.8,0,1
48.45,1.0,0.0,48.45,0,1
5759.6,0.0,1.0,84.7,0,68
798.3000000000001,1.0,0.0,44.35,0,18
640.0,1.0,0.0,80.0,0,8
1251.2,0.0,1.0,19.55,0,64
356.8,1.0,0.0,89.2,1,4
5030.549999999999,0.0,1.0,79.85,1,63
5715.9,0.0,0.0,105.85,0,54
4025.7,0.0,1.0,74.55,0,54
5029.2,0.0,1.0,69.85,1,72
203.8,1.0,0.0,50.95,0,4
6562.8,0.0,1.0,91.15,1,72
2967.0,0.0,1.0,49.45,0,60
1804.0,1.0,0.0,90.2,0,20
2469.25,1.0,0.0,70.55,0,35
98.1,1.0,0.0,49.05,0,2
1309.1,1.0,0.0,50.35,1,26
1157.1,1.0,0.0,82.65,1,14
74.7,1.0,0.0,74.7,0,1
1052.0500000000002,0.0,0.0,19.85,0,53
19.3,1.0,0.0,19.3,0,1
1177.4,0.0,1.0,20.3,0,58
255.0,1.0,0.0,51.0,0,5
5594.15,0.0,1.0,105.55,1,53
80.6,1.0,0.0,20.15,0,4
4836.3,1.0,0.0,98.7,0,49
180.0,1.0,0.0,90.0,1,2
135.5,1.0,0.0,67.75,0,2
224.25,1.0,0.0,74.75,0,3
656.9499999999999,1.0,0.0,93.85,0,7
624.4,0.0,0.0,44.6,0,14
1789.2,1.0,0.0,99.4,0,18
2195.1,1.0,0.0,81.3,1,27
3943.5,0.0,1.0,59.75,0,66
3717.35,0.0,1.0,86.45,0,43
7765.95,0.0,1.0,112.55,1,69
6620.75,1.0,0.0,93.25,1,71
4170.0,1.0,0.0,83.4,0,50
974.1,0.0,0.0,19.1,0,51
2182.95,0.0,0.0,80.85,0,27
1403.5,0.0,1.0,20.05,0,70
159.2,1.0,0.0,79.6,0,2
297.9,1.0,0.0,49.65,0,6
5964.9,1.0,0.0,101.1,0,59
925.0,1.0,0.0,92.5,1,10
2856.5,1.0,0.0,98.5,1,29
101.75,1.0,0.0,20.35,0,5
1979.25,1.0,0.0,94.25,0,21
6466.599999999999,0.0,0.0,104.3,1,62
700.1999999999999,0.0,1.0,19.45,0,36
59.55,1.0,0.0,19.85,0,3
8004.0,0.0,1.0,116.0,1,69
61.8,1.0,0.0,30.9,0,2
681.6,1.0,0.0,85.2,0,8
92.25,1.0,0.0,30.75,0,3
45.75,1.0,0.0,45.75,0,1
1186.8000000000002,1.0,0.0,98.9,0,12
1360.8,1.0,0.0,75.6,0,18
498.0,1.0,0.0,24.9,0,20
1298.0,1.0,0.0,59.0,0,22
230.0,1.0,0.0,46.0,0,5
603.5999999999999,0.0,1.0,25.15,0,24
4432.0,0.0,1.0,69.25,1,64
2564.9,1.0,0.0,98.65,1,26
7160.4,1.0,0.0,105.3,1,68
1236.0,0.0,1.0,20.6,0,60
1377.5,0.0,0.0,55.1,0,25
1300.5,0.0,1.0,25.5,0,51
568.75,1.0,0.0,81.25,1,7
754.6500000000001,0.0,0.0,19.35,0,39
5792.400000000001,0.0,1.0,80.45,1,72
2565.0,1.0,0.0,95.0,0,27
4807.599999999999,0.0,0.0,85.85,1,56
1117.2,0.0,1.0,19.6,0,57
1813.05,1.0,0.0,106.65,1,17
56.25,1.0,0.0,56.25,0,1
686.0,0.0,1.0,19.6,0,35
946.4,1.0,0.0,72.8,1,13
1362.75,0.0,1.0,19.75,0,69
19.25,1.0,0.0,19.25,0,1
522.5500000000001,1.0,0.0,74.65,1,7
8406.0,0.0,1.0,116.75,1,72
296.1,1.0,0.0,98.7,1,3
3238.3,0.0,0.0,61.1,1,53
3110.3,1.0,0.0,81.85,0,38
321.2,1.0,0.0,80.3,0,4
5239.0,0.0,1.0,84.5,1,62
49.05,1.0,0.0,49.05,0,1
3875.5,1.0,0.0,84.25,0,46
1131.45,1.0,0.0,59.55,1,19
6577.2,0.0,1.0,91.35,1,72
951.9,0.0,1.0,25.05,0,38
7504.7,0.0,0.0,105.7,1,71
1600.0,1.0,0.0,100.0,0,16
6992.7,0.0,0.0,105.95,1,66
1045.0,1.0,0.0,95.0,0,11
5544.0,0.0,1.0,84.0,1,66
2548.0,1.0,0.0,91.0,1,28
35.05,1.0,0.0,35.05,0,1
7884.0,0.0,1.0,109.5,1,72
348.3,0.0,1.0,19.35,0,18
931.0,0.0,0.0,19.0,0,49
4280.400000000001,1.0,0.0,104.4,1,41
70.45,1.0,0.0,70.45,0,1
2038.5,1.0,0.0,75.5,0,27
103.25,1.0,0.0,20.65,0,5
1513.6,0.0,0.0,35.2,1,43
2599.1,1.0,0.0,55.3,0,47
49.55,1.0,0.0,49.55,0,1
891.75,1.0,0.0,59.45,1,15
497.35,1.0,0.0,71.05,0,7
274.40000000000003,1.0,0.0,19.6,0,14
3459.35,1.0,0.0,80.45,0,43
2449.05,1.0,0.0,84.45,0,29
1124.7,0.0,0.0,24.45,0,46
1183.1999999999998,1.0,0.0,49.3,1,24
3024.3,0.0,0.0,59.3,1,51
4224.5,0.0,0.0,60.35,1,70
550.8,1.0,0.0,45.9,0,12
58.95,1.0,0.0,19.65,0,3
760.0500000000001,1.0,0.0,84.45,0,9
1266.75,1.0,0.0,84.45,1,15
1746.0,0.0,1.0,24.25,0,72
81.6,0.0,0.0,20.4,0,4
7484.400000000001,0.0,1.0,103.95,1,72
203.5,0.0,0.0,20.35,0,10
142.25,1.0,0.0,28.45,0,5
685.2,1.0,0.0,85.65,0,8
2372.5,1.0,0.0,91.25,0,26
4821.200000000001,0.0,1.0,70.9,1,68
40.4,0.0,0.0,20.2,0,2
596.0,1.0,0.0,74.5,0,8
59.55,1.0,0.0,19.85,0,3
1275.95,1.0,0.0,98.15,0,13
2351.1000000000004,1.0,0.0,69.15,0,34
4730.400000000001,0.0,1.0,65.7,1,72
914.55,1.0,0.0,43.55,0,21
3394.0,1.0,0.0,84.85,1,40
877.6,0.0,1.0,54.85,1,16
1457.3,0.0,0.0,56.05,1,26
4853.45,1.0,0.0,99.05,0,49
883.1999999999999,0.0,1.0,19.2,0,46
874.5,1.0,0.0,79.5,0,11
6080.400000000001,0.0,1.0,84.45,1,72
961.15,0.0,1.0,20.45,0,47
19.25,1.0,0.0,19.25,0,1
5295.25,1.0,0.0,89.75,1,59
6244.45,0.0,1.0,87.95,1,71
501.25,0.0,0.0,20.05,0,25
7754.400000000001,0.0,1.0,107.7,0,72
40.0,1.0,0.0,20.0,0,2
2175.25,0.0,0.0,62.15,0,35
7430.150000000001,0.0,0.0,104.65,1,71
1419.75,1.0,0.0,94.65,0,15
40.9,0.0,0.0,20.45,0,2
2061.8,1.0,0.0,79.3,0,26
264.9,1.0,0.0,88.3,0,3
2440.2,0.0,1.0,49.8,0,49
2045.25,1.0,0.0,75.75,0,27
151.5,1.0,0.0,50.5,0,3
2295.0,0.0,0.0,51.0,1,45
3866.5,0.0,0.0,104.5,0,37
8413.199999999999,0.0,1.0,116.85,1,72
5707.099999999999,0.0,0.0,92.05,1,62
3229.2,0.0,1.0,59.8,1,54
1528.5,0.0,0.0,101.9,0,15
20.05,1.0,0.0,20.05,0,1
25.2,1.0,0.0,25.2,0,1
4406.400000000001,0.0,1.0,61.2,1,72
2379.0,0.0,0.0,79.3,1,30
3154.0,1.0,0.0,78.85,0,40
5048.099999999999,0.0,1.0,71.1,1,71
603.0,1.0,0.0,33.5,1,18
426.7000000000001,1.0,0.0,25.1,0,17
806.0,0.0,1.0,20.15,0,40
7977.599999999999,0.0,1.0,110.8,1,72
39.5,1.0,0.0,19.75,0,2
1274.65,0.0,0.0,24.05,0,53
8253.75,0.0,1.0,116.25,1,71
1931.0,1.0,0.0,96.55,0,20
383.95,1.0,0.0,54.85,0,7
1265.25,1.0,0.0,84.35,1,15
1731.6,0.0,1.0,24.05,0,72
928.2,0.0,1.0,23.8,0,39
1147.5,0.0,1.0,25.5,0,45
420.0,1.0,0.0,84.0,0,5
1863.55,0.0,0.0,39.65,0,47
79.4,1.0,0.0,19.85,0,4
4735.25,1.0,0.0,100.75,0,47
3144.9,1.0,0.0,95.3,1,33
378.75,1.0,0.0,25.25,0,15
5900.400000000001,1.0,0.0,89.4,0,66
540.5999999999999,1.0,0.0,90.1,0,6
334.9,1.0,0.0,19.7,0,17
3890.9,1.0,0.0,94.9,1,41
5588.8,0.0,0.0,99.8,1,56
1537.2,1.0,0.0,54.9,0,28
3862.8,0.0,1.0,53.65,0,72
49.75,1.0,0.0,49.75,0,1
5969.599999999999,1.0,0.0,106.6,0,56
5540.5,0.0,1.0,79.15,1,70
3988.6,0.0,0.0,90.65,0,44
88.7,1.0,0.0,44.35,0,2
4152.799999999999,0.0,1.0,71.6,1,58
4005.6,0.0,0.0,83.45,1,48
932.8,1.0,0.0,84.8,1,11
8319.6,0.0,1.0,115.55,1,72
3031.2000000000003,0.0,1.0,42.1,1,72
2233.4,1.0,0.0,85.9,0,26
2074.8,1.0,0.0,39.9,0,52
1045.2,0.0,1.0,20.1,0,52
1443.15,1.0,0.0,53.45,0,27
79.05,1.0,0.0,79.05,0,1
3663.000000000001,1.0,0.0,81.4,0,45
5441.2,1.0,0.0,89.2,1,61
160.9,1.0,0.0,80.45,1,2
729.8499999999999,1.0,0.0,66.35,0,11
1265.25,0.0,0.0,60.25,1,21
71.15,1.0,0.0,71.15,0,1
589.5,1.0,0.0,98.25,0,6
5218.5,0.0,1.0,73.5,0,71
5086.8,0.0,1.0,70.65,1,72
4083.65,0.0,0.0,60.95,0,67
1235.85,0.0,0.0,58.85,0,21
1418.4,0.0,1.0,19.7,0,72
663.3000000000001,0.0,0.0,20.1,0,33
285.6,1.0,0.0,95.2,0,3
2907.8,1.0,0.0,93.8,1,31
2752.75,0.0,0.0,50.05,1,55
74.35,1.0,0.0,74.35,0,1
188.5,1.0,0.0,18.85,0,10
20.45,1.0,0.0,20.45,0,1
1338.4,1.0,0.0,95.6,0,14
4900.5,0.0,0.0,74.25,0,66
7639.2,0.0,1.0,106.1,1,72
325.6,1.0,0.0,29.6,0,11
2988.8,1.0,0.0,93.4,1,32
713.65,1.0,0.0,101.95,1,7
1858.45,0.0,0.0,59.95,1,31
2665.7000000000003,0.0,0.0,43.7,1,61
70.15,1.0,0.0,70.15,0,1
7387.55,0.0,1.0,104.05,1,71
70.6,1.0,0.0,70.6,0,1
272.1,1.0,0.0,90.7,0,3
313.8,1.0,0.0,78.45,0,4
2319.3,0.0,0.0,85.9,1,27
286.20000000000005,1.0,0.0,95.4,0,3
20.3,1.0,0.0,20.3,0,1
6458.400000000001,0.0,1.0,89.7,1,72
3092.7000000000003,0.0,0.0,50.7,0,61
7493.6,0.0,1.0,110.2,1,68
41.4,1.0,0.0,20.7,0,2
181.35,1.0,0.0,20.15,0,9
632.4,0.0,1.0,20.4,0,31
223.2,1.0,0.0,74.4,0,3
3848.25,1.0,0.0,109.95,1,35
301.5,0.0,0.0,20.1,0,15
89.3,1.0,0.0,89.3,0,1
4458.3,1.0,0.0,106.15,1,42
45.4,1.0,0.0,45.4,0,1
6798.25,0.0,1.0,95.75,1,71
1007.5,0.0,1.0,20.15,0,50
1410.75,0.0,1.0,25.65,0,55
3480.35,0.0,1.0,74.05,0,47
527.85,0.0,1.0,19.55,0,27
497.5,0.0,0.0,19.9,0,25
3569.4,1.0,0.0,99.15,0,36
813.15,0.0,0.0,90.35,1,9
4596.75,0.0,0.0,102.15,1,45
5027.4,0.0,1.0,79.8,1,63
548.4,1.0,0.0,68.55,0,8
4723.2,0.0,1.0,65.6,1,72
1374.4499999999998,1.0,0.0,80.85,0,17
3952.5,1.0,0.0,77.5,0,51
166.8,0.0,1.0,20.85,0,8
59.25,1.0,0.0,19.75,0,3
1696.9,0.0,1.0,23.9,0,71
6025.5,0.0,1.0,92.7,0,65
7804.8,0.0,1.0,108.4,1,72
4665.599999999999,0.0,1.0,64.8,1,72
7593.45,0.0,1.0,110.05,1,69
2709.4,0.0,1.0,43.7,1,62
6242.4,0.0,0.0,115.6,1,54
57.3,0.0,1.0,19.1,0,3
1378.85,1.0,0.0,59.95,0,23
726.25,1.0,0.0,20.75,0,35
2587.0,1.0,0.0,49.75,0,52
182.3,1.0,0.0,91.15,0,2
1260.8,0.0,1.0,19.7,0,64
24.4,1.0,0.0,24.4,0,1
4461.0,1.0,0.0,74.35,0,60
105.45,1.0,0.0,35.15,0,3
7560.0,0.0,1.0,105.0,1,72
257.1,1.0,0.0,85.7,1,3
839.8,1.0,0.0,24.7,0,34
3240.05,1.0,0.0,75.35,0,43
6788.099999999999,0.0,0.0,102.85,1,66
248.0,1.0,0.0,24.8,0,10
3582.25,0.0,0.0,102.35,1,35
20.25,1.0,0.0,20.25,0,1
1419.5500000000002,1.0,0.0,48.95,1,29
3487.5,1.0,0.0,69.75,0,50
75.1,1.0,0.0,75.1,0,1
1492.7,0.0,0.0,64.9,0,23
967.2,1.0,0.0,74.4,0,13
3702.6,1.0,0.0,54.45,0,68
294.0,0.0,1.0,19.6,0,15
3121.8,0.0,0.0,70.95,1,44
3354.0,1.0,0.0,83.85,0,40
1152.0,0.0,1.0,24.0,0,48
75.5,1.0,0.0,75.5,1,1
2840.8,0.0,0.0,53.6,1,53
853.1,1.0,0.0,44.9,0,19
44.15,1.0,0.0,44.15,0,1
3194.1000000000004,0.0,0.0,81.9,1,39
4484.9,0.0,0.0,104.3,1,43
348.4,1.0,0.0,87.1,1,4
5722.599999999999,0.0,1.0,80.6,1,71
4009.1,1.0,0.0,85.3,1,47
2051.75,1.0,0.0,70.75,0,29
2630.3,0.0,0.0,45.35,0,58
736.5,1.0,0.0,49.1,0,15
6051.599999999999,0.0,1.0,84.05,0,72
2388.65,1.0,0.0,55.55,1,43
2462.5,1.0,0.0,98.5,1,25
40.7,1.0,0.0,20.35,0,2
220.25,1.0,0.0,44.05,0,5
894.75,1.0,0.0,59.65,1,15
216.15,0.0,1.0,19.65,0,11
978.65,1.0,0.0,26.45,0,37
1108.25,1.0,0.0,100.75,1,11
1267.35,1.0,0.0,74.55,0,17
6072.900000000001,0.0,0.0,97.95,1,62
1323.0,1.0,0.0,49.0,0,27
505.0,0.0,0.0,20.2,0,25
990.0,0.0,1.0,19.8,0,50
6862.05,1.0,0.0,99.45,1,69
715.4,0.0,0.0,25.55,0,28
717.5,0.0,1.0,20.5,0,35
553.9000000000001,0.0,0.0,19.1,0,29
6704.75,0.0,0.0,103.15,1,65
696.5,0.0,0.0,19.9,0,35
997.05,0.0,1.0,19.55,0,51
182.6,1.0,0.0,45.65,0,4
5473.0,0.0,1.0,84.2,1,65
2298.85,0.0,0.0,99.95,1,23
